RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720739023030	 	3.11.3
REQUEST		Get Pikachu	1720739031534	1720739031564	OK	 
USER	Pokemon API Test	END	1720739031568
USER	Pokemon API Test	START	1720739031569
REQUEST		Get Pikachu	1720739031515	1720739031554	OK	 
REQUEST		Get Pikachu	1720739031534	1720739031566	OK	 
USER	Pokemon API Test	END	1720739031572
USER	Pokemon API Test	START	1720739031572
USER	Pokemon API Test	START	1720739031572
USER	Pokemon API Test	END	1720739031573
REQUEST		Get Pikachu	1720739031550	1720739031574	OK	 
REQUEST		Get Pikachu	1720739031492	1720739031572	OK	 
USER	Pokemon API Test	END	1720739031576
USER	Pokemon API Test	START	1720739031577
USER	Pokemon API Test	START	1720739031577
USER	Pokemon API Test	END	1720739031577
USER	Pokemon API Test	START	1720739031577
REQUEST		Get Pikachu	1720739031519	1720739031575	OK	 
USER	Pokemon API Test	END	1720739031584
USER	Pokemon API Test	START	1720739031584
REQUEST		Get Pikachu	1720739031534	1720739031581	OK	 
USER	Pokemon API Test	END	1720739031585
USER	Pokemon API Test	START	1720739031587
REQUEST		Get Pikachu	1720739031552	1720739031586	OK	 
USER	Pokemon API Test	END	1720739031589
USER	Pokemon API Test	START	1720739031589
REQUEST		Get Pikachu	1720739031573	1720739031595	OK	 
USER	Pokemon API Test	END	1720739031599
REQUEST		Get Pikachu	1720739031577	1720739031597	OK	 
REQUEST		Get Pikachu	1720739031577	1720739031602	OK	 
USER	Pokemon API Test	END	1720739031606
USER	Pokemon API Test	END	1720739031606
USER	Pokemon API Test	START	1720739031606
USER	Pokemon API Test	START	1720739031606
REQUEST		Get Pikachu	1720739031577	1720739031609	OK	 
REQUEST		Get Pikachu	1720739031569	1720739031599	OK	 
USER	Pokemon API Test	START	1720739031609
USER	Pokemon API Test	END	1720739031609
USER	Pokemon API Test	END	1720739031610
USER	Pokemon API Test	START	1720739031610
USER	Pokemon API Test	START	1720739031610
REQUEST		Get Pikachu	1720739031564	1720739031589	OK	 
REQUEST		Get Pikachu	1720739031584	1720739031610	OK	 
USER	Pokemon API Test	END	1720739031614
USER	Pokemon API Test	END	1720739031614
USER	Pokemon API Test	START	1720739031615
USER	Pokemon API Test	START	1720739031619
REQUEST		Get Pikachu	1720739031572	1720739031619	OK	 
USER	Pokemon API Test	END	1720739031624
USER	Pokemon API Test	START	1720739031624
REQUEST		Get Pikachu	1720739031607	1720739031631	OK	 
USER	Pokemon API Test	END	1720739031636
REQUEST		Get Pikachu	1720739031615	1720739031639	OK	 
USER	Pokemon API Test	END	1720739031642
REQUEST		Get Pikachu	1720739031614	1720739031644	OK	 
USER	Pokemon API Test	END	1720739031645
USER	Pokemon API Test	START	1720739031645
REQUEST		Get Pikachu	1720739031610	1720739031639	OK	 
USER	Pokemon API Test	END	1720739031646
USER	Pokemon API Test	START	1720739031646
REQUEST		Get Pikachu	1720739031610	1720739031635	OK	 
USER	Pokemon API Test	END	1720739031646
REQUEST		Get Pikachu	1720739031606	1720739031642	OK	 
USER	Pokemon API Test	START	1720739031646
USER	Pokemon API Test	END	1720739031646
USER	Pokemon API Test	START	1720739031647
USER	Pokemon API Test	START	1720739031647
USER	Pokemon API Test	START	1720739031647
REQUEST		Get Pikachu	1720739031610	1720739031648	OK	 
USER	Pokemon API Test	END	1720739031648
REQUEST		Get Pikachu	1720739031625	1720739031651	OK	 
REQUEST		Get Pikachu	1720739031619	1720739031653	OK	 
USER	Pokemon API Test	END	1720739031657
USER	Pokemon API Test	END	1720739031657
USER	Pokemon API Test	START	1720739031657
USER	Pokemon API Test	START	1720739031657
USER	Pokemon API Test	START	1720739031657
REQUEST		Get Pikachu	1720739031646	1720739031671	OK	 
USER	Pokemon API Test	END	1720739031672
USER	Pokemon API Test	START	1720739031673
REQUEST		Get Pikachu	1720739031645	1720739031676	OK	 
REQUEST		Get Pikachu	1720739031647	1720739031677	OK	 
USER	Pokemon API Test	END	1720739031681
USER	Pokemon API Test	END	1720739031681
USER	Pokemon API Test	START	1720739031681
USER	Pokemon API Test	START	1720739031682
REQUEST		Get Pikachu	1720739031647	1720739031681	OK	 
REQUEST		Get Pikachu	1720739031658	1720739031688	OK	 
REQUEST		Get Pikachu	1720739031657	1720739031691	OK	 
USER	Pokemon API Test	END	1720739031692
USER	Pokemon API Test	END	1720739031692
USER	Pokemon API Test	END	1720739031692
USER	Pokemon API Test	START	1720739031692
USER	Pokemon API Test	START	1720739031693
USER	Pokemon API Test	START	1720739031693
REQUEST		Get Pikachu	1720739031657	1720739031695	OK	 
REQUEST		Get Pikachu	1720739031649	1720739031700	OK	 
USER	Pokemon API Test	END	1720739031703
USER	Pokemon API Test	START	1720739031704
USER	Pokemon API Test	END	1720739031713
REQUEST		Get Pikachu	1720739031682	1720739031713	OK	 
USER	Pokemon API Test	END	1720739031715
USER	Pokemon API Test	START	1720739031718
REQUEST		Get Pikachu	1720739031657	1720739031712	OK	 
REQUEST		Get Pikachu	1720739031682	1720739031729	OK	 
USER	Pokemon API Test	END	1720739031734
REQUEST		Get Pikachu	1720739031673	1720739031724	OK	 
USER	Pokemon API Test	END	1720739031734
USER	Pokemon API Test	START	1720739031734
USER	Pokemon API Test	START	1720739031735
USER	Pokemon API Test	END	1720739031738
USER	Pokemon API Test	START	1720739031739
REQUEST		Get Pikachu	1720739031693	1720739031736	OK	 
USER	Pokemon API Test	END	1720739031740
REQUEST		Get Pikachu	1720739031693	1720739031736	OK	 
USER	Pokemon API Test	END	1720739031741
USER	Pokemon API Test	START	1720739031741
USER	Pokemon API Test	START	1720739031741
REQUEST		Get Pikachu	1720739031693	1720739031732	OK	 
USER	Pokemon API Test	END	1720739031742
USER	Pokemon API Test	START	1720739031742
USER	Pokemon API Test	START	1720739031743
REQUEST		Get Pikachu	1720739031704	1720739031750	OK	 
USER	Pokemon API Test	END	1720739031754
USER	Pokemon API Test	START	1720739031754
REQUEST		Get Pikachu	1720739031741	1720739031759	OK	 
USER	Pokemon API Test	END	1720739031760
USER	Pokemon API Test	START	1720739031760
REQUEST		Get Pikachu	1720739031735	1720739031766	OK	 
USER	Pokemon API Test	END	1720739031770
USER	Pokemon API Test	START	1720739031770
REQUEST		Get Pikachu	1720739031735	1720739031771	OK	 
USER	Pokemon API Test	END	1720739031779
USER	Pokemon API Test	START	1720739031779
REQUEST		Get Pikachu	1720739031718	1720739031779	OK	 
USER	Pokemon API Test	END	1720739031780
REQUEST		Get Pikachu	1720739031742	1720739031777	OK	 
USER	Pokemon API Test	START	1720739031781
REQUEST		Get Pikachu	1720739031741	1720739031771	OK	 
REQUEST		Get Pikachu	1720739031739	1720739031780	OK	 
USER	Pokemon API Test	END	1720739031785
USER	Pokemon API Test	END	1720739031785
USER	Pokemon API Test	END	1720739031785
USER	Pokemon API Test	START	1720739031785
USER	Pokemon API Test	START	1720739031785
REQUEST		Get Pikachu	1720739031743	1720739031782	OK	 
REQUEST		Get Pikachu	1720739031761	1720739031792	OK	 
USER	Pokemon API Test	END	1720739031796
REQUEST		Get Pikachu	1720739031770	1720739031795	OK	 
USER	Pokemon API Test	END	1720739031796
USER	Pokemon API Test	START	1720739031796
USER	Pokemon API Test	END	1720739031796
USER	Pokemon API Test	START	1720739031796
REQUEST		Get Pikachu	1720739031754	1720739031792	OK	 
USER	Pokemon API Test	END	1720739031799
USER	Pokemon API Test	START	1720739031799
USER	Pokemon API Test	START	1720739031796
USER	Pokemon API Test	START	1720739031799
REQUEST		Get Pikachu	1720739031779	1720739031808	OK	 
USER	Pokemon API Test	END	1720739031814
USER	Pokemon API Test	START	1720739031814
REQUEST		Get Pikachu	1720739031786	1720739031814	OK	 
REQUEST		Get Pikachu	1720739031796	1720739031818	OK	 
USER	Pokemon API Test	END	1720739031819
USER	Pokemon API Test	END	1720739031819
USER	Pokemon API Test	START	1720739031819
REQUEST		Get Pikachu	1720739031785	1720739031815	OK	 
REQUEST		Get Pikachu	1720739031785	1720739031818	OK	 
USER	Pokemon API Test	END	1720739031822
USER	Pokemon API Test	START	1720739031822
USER	Pokemon API Test	START	1720739031822
USER	Pokemon API Test	END	1720739031822
USER	Pokemon API Test	START	1720739031823
REQUEST		Get Pikachu	1720739031796	1720739031822	OK	 
USER	Pokemon API Test	END	1720739031826
USER	Pokemon API Test	START	1720739031826
REQUEST		Get Pikachu	1720739031799	1720739031834	OK	 
USER	Pokemon API Test	END	1720739031839
USER	Pokemon API Test	START	1720739031839
REQUEST		Get Pikachu	1720739031826	1720739031845	OK	 
USER	Pokemon API Test	END	1720739031846
USER	Pokemon API Test	START	1720739031846
REQUEST		Get Pikachu	1720739031817	1720739031850	OK	 
USER	Pokemon API Test	END	1720739031851
USER	Pokemon API Test	START	1720739031852
REQUEST		Get Pikachu	1720739031799	1720739031846	OK	 
USER	Pokemon API Test	END	1720739031854
REQUEST		Get Pikachu	1720739031821	1720739031851	OK	 
USER	Pokemon API Test	END	1720739031855
USER	Pokemon API Test	START	1720739031864
REQUEST		Get Pikachu	1720739031799	1720739031847	OK	 
USER	Pokemon API Test	END	1720739031865
REQUEST		Get Pikachu	1720739031823	1720739031855	OK	 
USER	Pokemon API Test	END	1720739031865
USER	Pokemon API Test	START	1720739031865
REQUEST		Get Pikachu	1720739031823	1720739031863	OK	 
USER	Pokemon API Test	END	1720739031867
USER	Pokemon API Test	START	1720739031867
USER	Pokemon API Test	START	1720739031867
REQUEST		Get Pikachu	1720739031822	1720739031862	OK	 
USER	Pokemon API Test	END	1720739031869
USER	Pokemon API Test	START	1720739031869
USER	Pokemon API Test	START	1720739031869
REQUEST		Get Pikachu	1720739031840	1720739031874	OK	 
USER	Pokemon API Test	END	1720739031878
USER	Pokemon API Test	START	1720739031879
REQUEST		Get Pikachu	1720739031865	1720739031891	OK	 
USER	Pokemon API Test	END	1720739031892
REQUEST		Get Pikachu	1720739031867	1720739031899	OK	 
REQUEST		Get Pikachu	1720739031864	1720739031902	OK	 
USER	Pokemon API Test	END	1720739031906
REQUEST		Get Pikachu	1720739031868	1720739031903	OK	 
USER	Pokemon API Test	END	1720739031907
REQUEST		Get Pikachu	1720739031847	1720739031906	OK	 
USER	Pokemon API Test	END	1720739031921
REQUEST		Get Pikachu	1720739031879	1720739031921	OK	 
USER	Pokemon API Test	END	1720739031922
REQUEST		Get Pikachu	1720739031853	1720739031888	OK	 
USER	Pokemon API Test	END	1720739031927
USER	Pokemon API Test	START	1720739031927
REQUEST		Get Pikachu	1720739031869	1720739031906	OK	 
USER	Pokemon API Test	START	1720739031928
USER	Pokemon API Test	START	1720739031928
USER	Pokemon API Test	END	1720739031928
USER	Pokemon API Test	START	1720739031928
USER	Pokemon API Test	START	1720739031929
USER	Pokemon API Test	END	1720739031929
USER	Pokemon API Test	START	1720739031929
USER	Pokemon API Test	START	1720739031929
USER	Pokemon API Test	START	1720739031929
REQUEST		Get Pikachu	1720739031869	1720739031932	OK	 
USER	Pokemon API Test	END	1720739031942
USER	Pokemon API Test	START	1720739031942
REQUEST		Get Pikachu	1720739031929	1720739031947	OK	 
USER	Pokemon API Test	END	1720739031948
REQUEST		Get Pikachu	1720739031588	1720739031946	OK	 
USER	Pokemon API Test	END	1720739031950
USER	Pokemon API Test	START	1720739031950
USER	Pokemon API Test	START	1720739031950
REQUEST		Get Pikachu	1720739031927	1720739031960	OK	 
USER	Pokemon API Test	END	1720739031965
USER	Pokemon API Test	START	1720739031965
REQUEST		Get Pikachu	1720739031929	1720739031961	OK	 
USER	Pokemon API Test	END	1720739031966
REQUEST		Get Pikachu	1720739031928	1720739031959	OK	 
REQUEST		Get Pikachu	1720739031929	1720739031964	OK	 
REQUEST		Get Pikachu	1720739031928	1720739031965	OK	 
USER	Pokemon API Test	END	1720739031980
USER	Pokemon API Test	START	1720739031980
USER	Pokemon API Test	START	1720739031980
REQUEST		Get Pikachu	1720739031929	1720739031980	OK	 
USER	Pokemon API Test	END	1720739031991
USER	Pokemon API Test	END	1720739031991
USER	Pokemon API Test	END	1720739031991
USER	Pokemon API Test	START	1720739031992
REQUEST		Get Pikachu	1720739031942	1720739031987	OK	 
USER	Pokemon API Test	END	1720739031992
USER	Pokemon API Test	START	1720739031996
REQUEST		Get Pikachu	1720739031928	1720739031992	OK	 
USER	Pokemon API Test	END	1720739031997
USER	Pokemon API Test	START	1720739031997
USER	Pokemon API Test	START	1720739031998
REQUEST		Get Pikachu	1720739031951	1720739031997	OK	 
USER	Pokemon API Test	END	1720739032001
USER	Pokemon API Test	START	1720739032001
USER	Pokemon API Test	START	1720739032003
REQUEST		Get Pikachu	1720739031952	1720739032007	OK	 
USER	Pokemon API Test	END	1720739032008
USER	Pokemon API Test	START	1720739032008
REQUEST		Get Pikachu	1720739031981	1720739032025	OK	 
USER	Pokemon API Test	END	1720739032032
REQUEST		Get Pikachu	1720739031992	1720739032033	OK	 
REQUEST		Get Pikachu	1720739031998	1720739032033	OK	 
USER	Pokemon API Test	END	1720739032037
USER	Pokemon API Test	START	1720739032038
REQUEST		Get Pikachu	1720739031981	1720739032029	OK	 
USER	Pokemon API Test	START	1720739032041
REQUEST		Get Pikachu	1720739032003	1720739032045	OK	 
REQUEST		Get Pikachu	1720739031991	1720739032045	OK	 
USER	Pokemon API Test	END	1720739032056
USER	Pokemon API Test	END	1720739032056
USER	Pokemon API Test	END	1720739032056
USER	Pokemon API Test	START	1720739032056
USER	Pokemon API Test	START	1720739032056
REQUEST		Get Pikachu	1720739032001	1720739032053	OK	 
REQUEST		Get Pikachu	1720739031996	1720739032056	OK	 
REQUEST		Get Pikachu	1720739031998	1720739032052	OK	 
USER	Pokemon API Test	START	1720739032060
USER	Pokemon API Test	END	1720739032060
USER	Pokemon API Test	START	1720739032061
USER	Pokemon API Test	END	1720739032066
USER	Pokemon API Test	END	1720739032066
USER	Pokemon API Test	START	1720739032066
USER	Pokemon API Test	END	1720739032066
USER	Pokemon API Test	START	1720739032067
USER	Pokemon API Test	START	1720739032068
REQUEST		Get Pikachu	1720739032008	1720739032069	OK	 
USER	Pokemon API Test	END	1720739032072
USER	Pokemon API Test	START	1720739032073
REQUEST		Get Pikachu	1720739032056	1720739032081	OK	 
USER	Pokemon API Test	END	1720739032086
REQUEST		Get Pikachu	1720739032060	1720739032083	OK	 
USER	Pokemon API Test	END	1720739032087
USER	Pokemon API Test	START	1720739032087
USER	Pokemon API Test	START	1720739032087
REQUEST		Get Pikachu	1720739032068	1720739032087	OK	 
USER	Pokemon API Test	END	1720739032088
USER	Pokemon API Test	START	1720739032089
REQUEST		Get Pikachu	1720739032068	1720739032093	OK	 
USER	Pokemon API Test	END	1720739032093
REQUEST		Get Pikachu	1720739032061	1720739032091	OK	 
USER	Pokemon API Test	START	1720739032106
USER	Pokemon API Test	END	1720739032107
REQUEST		Get Pikachu	1720739032046	1720739032105	OK	 
USER	Pokemon API Test	START	1720739032110
REQUEST		Get Pikachu	1720739032066	1720739032111	OK	 
USER	Pokemon API Test	END	1720739032123
USER	Pokemon API Test	START	1720739032123
REQUEST		Get Pikachu	1720739032073	1720739032123	OK	 
REQUEST		Get Pikachu	1720739032067	1720739032126	OK	 
USER	Pokemon API Test	END	1720739032134
USER	Pokemon API Test	END	1720739032134
USER	Pokemon API Test	END	1720739032134
REQUEST		Get Pikachu	1720739032060	1720739032133	OK	 
USER	Pokemon API Test	END	1720739032139
USER	Pokemon API Test	START	1720739032139
USER	Pokemon API Test	START	1720739032141
REQUEST		Get Pikachu	1720739032087	1720739032138	OK	 
USER	Pokemon API Test	END	1720739032143
USER	Pokemon API Test	START	1720739032144
USER	Pokemon API Test	START	1720739032144
USER	Pokemon API Test	START	1720739032144
REQUEST		Get Pikachu	1720739032107	1720739032145	OK	 
USER	Pokemon API Test	END	1720739032146
USER	Pokemon API Test	START	1720739032146
REQUEST		Get Pikachu	1720739032088	1720739032142	OK	 
USER	Pokemon API Test	END	1720739032149
USER	Pokemon API Test	START	1720739032149
REQUEST		Get Pikachu	1720739032089	1720739032146	OK	 
USER	Pokemon API Test	END	1720739032150
USER	Pokemon API Test	START	1720739032151
REQUEST		Get Pikachu	1720739032139	1720739032165	OK	 
USER	Pokemon API Test	END	1720739032166
USER	Pokemon API Test	START	1720739032167
REQUEST		Get Pikachu	1720739032151	1720739032171	OK	 
USER	Pokemon API Test	END	1720739032173
USER	Pokemon API Test	START	1720739032173
REQUEST		Get Pikachu	1720739032144	1720739032180	OK	 
REQUEST		Get Pikachu	1720739032124	1720739032180	OK	 
USER	Pokemon API Test	END	1720739032194
USER	Pokemon API Test	END	1720739032194
REQUEST		Get Pikachu	1720739032134	1720739032190	OK	 
USER	Pokemon API Test	START	1720739032194
USER	Pokemon API Test	END	1720739032201
USER	Pokemon API Test	START	1720739032201
REQUEST		Get Pikachu	1720739032141	1720739032187	OK	 
USER	Pokemon API Test	END	1720739032202
REQUEST		Get Pikachu	1720739032147	1720739032195	OK	 
USER	Pokemon API Test	END	1720739032205
REQUEST		Get Pikachu	1720739032147	1720739032184	OK	 
USER	Pokemon API Test	END	1720739032206
USER	Pokemon API Test	START	1720739032206
USER	Pokemon API Test	START	1720739032206
USER	Pokemon API Test	START	1720739032206
REQUEST		Get Pikachu	1720739032167	1720739032205	OK	 
USER	Pokemon API Test	END	1720739032208
USER	Pokemon API Test	START	1720739032208
REQUEST		Get Pikachu	1720739032152	1720739032206	OK	 
REQUEST		Get Pikachu	1720739032180	1720739032209	OK	 
USER	Pokemon API Test	END	1720739032213
USER	Pokemon API Test	START	1720739032213
USER	Pokemon API Test	END	1720739032214
USER	Pokemon API Test	START	1720739032214
REQUEST		Get Pikachu	1720739032150	1720739032210	OK	 
USER	Pokemon API Test	END	1720739032216
USER	Pokemon API Test	START	1720739032216
USER	Pokemon API Test	START	1720739032216
REQUEST		Get Pikachu	1720739032207	1720739032229	OK	 
USER	Pokemon API Test	END	1720739032230
USER	Pokemon API Test	START	1720739032230
REQUEST		Get Pikachu	1720739032214	1720739032232	OK	 
USER	Pokemon API Test	END	1720739032232
REQUEST		Get Pikachu	1720739032206	1720739032232	OK	 
USER	Pokemon API Test	END	1720739032236
USER	Pokemon API Test	START	1720739032236
USER	Pokemon API Test	START	1720739032236
REQUEST		Get Pikachu	1720739032206	1720739032237	OK	 
USER	Pokemon API Test	END	1720739032241
USER	Pokemon API Test	START	1720739032244
REQUEST		Get Pikachu	1720739032206	1720739032241	OK	 
USER	Pokemon API Test	END	1720739032245
USER	Pokemon API Test	START	1720739032245
REQUEST		Get Pikachu	1720739032237	1720739032260	OK	 
REQUEST		Get Pikachu	1720739032202	1720739032253	OK	 
USER	Pokemon API Test	END	1720739032261
USER	Pokemon API Test	END	1720739032261
USER	Pokemon API Test	START	1720739032261
REQUEST		Get Pikachu	1720739032213	1720739032251	OK	 
REQUEST		Get Pikachu	1720739032212	1720739032247	OK	 
REQUEST		Get Pikachu	1720739032217	1720739032259	OK	 
REQUEST		Get Pikachu	1720739032216	1720739032263	OK	 
USER	Pokemon API Test	END	1720739032266
USER	Pokemon API Test	START	1720739032266
USER	Pokemon API Test	END	1720739032266
USER	Pokemon API Test	START	1720739032267
USER	Pokemon API Test	START	1720739032267
USER	Pokemon API Test	END	1720739032267
USER	Pokemon API Test	START	1720739032267
USER	Pokemon API Test	END	1720739032268
USER	Pokemon API Test	START	1720739032268
REQUEST		Get Pikachu	1720739032230	1720739032267	OK	 
USER	Pokemon API Test	END	1720739032271
USER	Pokemon API Test	START	1720739032271
REQUEST		Get Pikachu	1720739032244	1720739032276	OK	 
USER	Pokemon API Test	END	1720739032280
USER	Pokemon API Test	START	1720739032280
REQUEST		Get Pikachu	1720739032267	1720739032286	OK	 
USER	Pokemon API Test	END	1720739032287
USER	Pokemon API Test	START	1720739032287
REQUEST		Get Pikachu	1720739032236	1720739032284	OK	 
USER	Pokemon API Test	END	1720739032291
USER	Pokemon API Test	START	1720739032291
REQUEST		Get Pikachu	1720739032267	1720739032293	OK	 
REQUEST		Get Pikachu	1720739032268	1720739032298	OK	 
USER	Pokemon API Test	END	1720739032302
USER	Pokemon API Test	START	1720739032302
REQUEST		Get Pikachu	1720739032262	1720739032303	OK	 
USER	Pokemon API Test	END	1720739032309
USER	Pokemon API Test	END	1720739032309
USER	Pokemon API Test	START	1720739032309
REQUEST		Get Pikachu	1720739032245	1720739032313	OK	 
USER	Pokemon API Test	START	1720739032318
USER	Pokemon API Test	END	1720739032322
REQUEST		Get Pikachu	1720739032280	1720739032322	OK	 
USER	Pokemon API Test	END	1720739032323
USER	Pokemon API Test	START	1720739032324
REQUEST		Get Pikachu	1720739032268	1720739032320	OK	 
USER	Pokemon API Test	END	1720739032326
REQUEST		Get Pikachu	1720739032287	1720739032326	OK	 
USER	Pokemon API Test	START	1720739032330
USER	Pokemon API Test	END	1720739032330
USER	Pokemon API Test	START	1720739032330
REQUEST		Get Pikachu	1720739032272	1720739032327	OK	 
USER	Pokemon API Test	END	1720739032331
REQUEST		Get Pikachu	1720739032273	1720739032324	OK	 
USER	Pokemon API Test	START	1720739032331
USER	Pokemon API Test	END	1720739032331
USER	Pokemon API Test	START	1720739032331
USER	Pokemon API Test	START	1720739032331
REQUEST		Get Pikachu	1720739032318	1720739032343	OK	 
USER	Pokemon API Test	END	1720739032344
USER	Pokemon API Test	START	1720739032344
REQUEST		Get Pikachu	1720739032310	1720739032341	OK	 
USER	Pokemon API Test	END	1720739032344
REQUEST		Get Pikachu	1720739032317	1720739032344	OK	 
USER	Pokemon API Test	END	1720739032348
USER	Pokemon API Test	START	1720739032348
USER	Pokemon API Test	START	1720739032348
REQUEST		Get Pikachu	1720739032291	1720739032346	OK	 
USER	Pokemon API Test	END	1720739032349
USER	Pokemon API Test	START	1720739032349
REQUEST		Get Pikachu	1720739032332	1720739032350	OK	 
USER	Pokemon API Test	END	1720739032350
USER	Pokemon API Test	START	1720739032351
REQUEST		Get Pikachu	1720739032331	1720739032356	OK	 
REQUEST		Get Pikachu	1720739032324	1720739032356	OK	 
USER	Pokemon API Test	END	1720739032359
USER	Pokemon API Test	END	1720739032359
USER	Pokemon API Test	START	1720739032360
USER	Pokemon API Test	START	1720739032362
REQUEST		Get Pikachu	1720739032330	1720739032359	OK	 
USER	Pokemon API Test	END	1720739032363
REQUEST		Get Pikachu	1720739032332	1720739032361	OK	 
USER	Pokemon API Test	END	1720739032364
USER	Pokemon API Test	START	1720739032364
USER	Pokemon API Test	START	1720739032364
REQUEST		Get Pikachu	1720739032332	1720739032368	OK	 
REQUEST		Get Pikachu	1720739032349	1720739032372	OK	 
USER	Pokemon API Test	END	1720739032376
USER	Pokemon API Test	START	1720739032376
REQUEST		Get Pikachu	1720739032349	1720739032378	OK	 
USER	Pokemon API Test	END	1720739032378
USER	Pokemon API Test	END	1720739032378
USER	Pokemon API Test	START	1720739032378
USER	Pokemon API Test	START	1720739032379
REQUEST		Get Pikachu	1720739032344	1720739032376	OK	 
USER	Pokemon API Test	END	1720739032380
USER	Pokemon API Test	START	1720739032380
REQUEST		Get Pikachu	1720739032351	1720739032381	OK	 
USER	Pokemon API Test	END	1720739032385
USER	Pokemon API Test	START	1720739032387
REQUEST		Get Pikachu	1720739032364	1720739032387	OK	 
USER	Pokemon API Test	END	1720739032388
USER	Pokemon API Test	START	1720739032388
REQUEST		Get Pikachu	1720739032348	1720739032388	OK	 
USER	Pokemon API Test	END	1720739032392
REQUEST		Get Pikachu	1720739032364	1720739032390	OK	 
USER	Pokemon API Test	START	1720739032406
USER	Pokemon API Test	END	1720739032406
USER	Pokemon API Test	START	1720739032406
REQUEST		Get Pikachu	1720739032362	1720739032407	OK	 
USER	Pokemon API Test	END	1720739032411
REQUEST		Get Pikachu	1720739032377	1720739032409	OK	 
USER	Pokemon API Test	END	1720739032413
USER	Pokemon API Test	START	1720739032413
USER	Pokemon API Test	START	1720739032413
REQUEST		Get Pikachu	1720739032379	1720739032414	OK	 
USER	Pokemon API Test	END	1720739032418
USER	Pokemon API Test	START	1720739032418
REQUEST		Get Pikachu	1720739032360	1720739032410	OK	 
USER	Pokemon API Test	END	1720739032419
USER	Pokemon API Test	START	1720739032419
REQUEST		Get Pikachu	1720739032380	1720739032419	OK	 
USER	Pokemon API Test	END	1720739032423
USER	Pokemon API Test	START	1720739032423
REQUEST		Get Pikachu	1720739032391	1720739032424	OK	 
USER	Pokemon API Test	END	1720739032425
REQUEST		Get Pikachu	1720739032388	1720739032424	OK	 
USER	Pokemon API Test	END	1720739032431
REQUEST		Get Pikachu	1720739032379	1720739032428	OK	 
USER	Pokemon API Test	START	1720739032432
USER	Pokemon API Test	END	1720739032432
USER	Pokemon API Test	START	1720739032432
USER	Pokemon API Test	START	1720739032436
REQUEST		Get Pikachu	1720739032406	1720739032437	OK	 
USER	Pokemon API Test	END	1720739032446
REQUEST		Get Pikachu	1720739032407	1720739032442	OK	 
USER	Pokemon API Test	END	1720739032447
USER	Pokemon API Test	START	1720739032447
USER	Pokemon API Test	START	1720739032448
REQUEST		Get Pikachu	1720739032420	1720739032446	OK	 
USER	Pokemon API Test	END	1720739032450
USER	Pokemon API Test	START	1720739032450
REQUEST		Get Pikachu	1720739032413	1720739032451	OK	 
USER	Pokemon API Test	END	1720739032452
REQUEST		Get Pikachu	1720739032413	1720739032448	OK	 
USER	Pokemon API Test	END	1720739032452
USER	Pokemon API Test	START	1720739032452
USER	Pokemon API Test	START	1720739032453
REQUEST		Get Pikachu	1720739032419	1720739032455	OK	 
REQUEST		Get Pikachu	1720739032432	1720739032461	OK	 
USER	Pokemon API Test	END	1720739032462
USER	Pokemon API Test	END	1720739032462
USER	Pokemon API Test	START	1720739032462
USER	Pokemon API Test	START	1720739032462
REQUEST		Get Pikachu	1720739032424	1720739032466	OK	 
USER	Pokemon API Test	END	1720739032470
USER	Pokemon API Test	START	1720739032470
REQUEST		Get Pikachu	1720739032448	1720739032473	OK	 
USER	Pokemon API Test	END	1720739032477
USER	Pokemon API Test	START	1720739032478
REQUEST		Get Pikachu	1720739032452	1720739032483	OK	 
REQUEST		Get Pikachu	1720739032451	1720739032480	OK	 
REQUEST		Get Pikachu	1720739032445	1720739032479	OK	 
REQUEST		Get Pikachu	1720739032453	1720739032484	OK	 
REQUEST		Get Pikachu	1720739032446	1720739032488	OK	 
REQUEST		Get Pikachu	1720739032447	1720739032492	OK	 
USER	Pokemon API Test	END	1720739032498
USER	Pokemon API Test	END	1720739032499
USER	Pokemon API Test	END	1720739032499
USER	Pokemon API Test	START	1720739032499
USER	Pokemon API Test	END	1720739032499
USER	Pokemon API Test	START	1720739032499
USER	Pokemon API Test	END	1720739032499
USER	Pokemon API Test	START	1720739032499
USER	Pokemon API Test	START	1720739032501
USER	Pokemon API Test	END	1720739032501
USER	Pokemon API Test	START	1720739032501
USER	Pokemon API Test	START	1720739032502
REQUEST		Get Pikachu	1720739032471	1720739032504	OK	 
REQUEST		Get Pikachu	1720739032462	1720739032504	OK	 
REQUEST		Get Pikachu	1720739032462	1720739032509	OK	 
REQUEST		Get Pikachu	1720739032478	1720739032515	OK	 
USER	Pokemon API Test	END	1720739032515
USER	Pokemon API Test	END	1720739032516
USER	Pokemon API Test	END	1720739032516
USER	Pokemon API Test	START	1720739032516
USER	Pokemon API Test	START	1720739032516
USER	Pokemon API Test	START	1720739032517
USER	Pokemon API Test	END	1720739032517
USER	Pokemon API Test	START	1720739032518
REQUEST		Get Pikachu	1720739032502	1720739032535	OK	 
REQUEST		Get Pikachu	1720739032518	1720739032535	OK	 
REQUEST		Get Pikachu	1720739032500	1720739032536	OK	 
REQUEST		Get Pikachu	1720739032501	1720739032537	OK	 
USER	Pokemon API Test	END	1720739032544
USER	Pokemon API Test	END	1720739032544
USER	Pokemon API Test	START	1720739032547
REQUEST		Get Pikachu	1720739032517	1720739032550	OK	 
USER	Pokemon API Test	END	1720739032556
