RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720738818276	 	3.11.3
USER	Pokemon API Test	START	1720738824936
USER	Pokemon API Test	END	1720738824936
USER	Pokemon API Test	END	1720738824936
USER	Pokemon API Test	START	1720738824936
USER	Pokemon API Test	START	1720738824936
REQUEST		Get Pikachu	1720738824895	1720738824941	OK	 
USER	Pokemon API Test	END	1720738824946
REQUEST		Get Pikachu	1720738824892	1720738824920	OK	 
USER	Pokemon API Test	END	1720738824948
USER	Pokemon API Test	START	1720738824949
USER	Pokemon API Test	START	1720738824949
USER	Pokemon API Test	START	1720738824949
REQUEST		Get Pikachu	1720738824926	1720738824956	OK	 
USER	Pokemon API Test	END	1720738824959
REQUEST		Get Pikachu	1720738824926	1720738824956	OK	 
USER	Pokemon API Test	END	1720738824960
USER	Pokemon API Test	START	1720738824960
REQUEST		Get Pikachu	1720738824924	1720738824950	OK	 
USER	Pokemon API Test	END	1720738824961
USER	Pokemon API Test	START	1720738824961
USER	Pokemon API Test	START	1720738824961
REQUEST		Get Pikachu	1720738824937	1720738824960	OK	 
USER	Pokemon API Test	END	1720738824964
USER	Pokemon API Test	START	1720738824967
REQUEST		Get Pikachu	1720738824936	1720738824969	OK	 
USER	Pokemon API Test	END	1720738824974
USER	Pokemon API Test	START	1720738824974
REQUEST		Get Pikachu	1720738824949	1720738824976	OK	 
USER	Pokemon API Test	END	1720738824977
USER	Pokemon API Test	START	1720738824977
REQUEST		Get Pikachu	1720738824949	1720738824975	OK	 
REQUEST		Get Pikachu	1720738824936	1720738824978	OK	 
USER	Pokemon API Test	END	1720738824982
USER	Pokemon API Test	END	1720738824989
USER	Pokemon API Test	START	1720738824989
REQUEST		Get Pikachu	1720738824921	1720738824975	OK	 
USER	Pokemon API Test	END	1720738824992
REQUEST		Get Pikachu	1720738824961	1720738824988	OK	 
USER	Pokemon API Test	END	1720738824992
REQUEST		Get Pikachu	1720738824965	1720738824992	OK	 
USER	Pokemon API Test	START	1720738824993
USER	Pokemon API Test	END	1720738824998
USER	Pokemon API Test	START	1720738824999
USER	Pokemon API Test	START	1720738824999
REQUEST		Get Pikachu	1720738824960	1720738825002	OK	 
USER	Pokemon API Test	END	1720738825007
USER	Pokemon API Test	START	1720738825007
REQUEST		Get Pikachu	1720738824974	1720738825005	OK	 
USER	Pokemon API Test	END	1720738825009
USER	Pokemon API Test	START	1720738825009
REQUEST		Get Pikachu	1720738824967	1720738825005	OK	 
USER	Pokemon API Test	END	1720738825010
USER	Pokemon API Test	START	1720738825010
USER	Pokemon API Test	START	1720738825010
REQUEST		Get Pikachu	1720738824949	1720738825003	OK	 
USER	Pokemon API Test	END	1720738825017
USER	Pokemon API Test	START	1720738825017
REQUEST		Get Pikachu	1720738824989	1720738825022	OK	 
USER	Pokemon API Test	END	1720738825028
USER	Pokemon API Test	START	1720738825028
REQUEST		Get Pikachu	1720738825010	1720738825035	OK	 
USER	Pokemon API Test	END	1720738825039
USER	Pokemon API Test	START	1720738825039
REQUEST		Get Pikachu	1720738824994	1720738825039	OK	 
USER	Pokemon API Test	END	1720738825040
USER	Pokemon API Test	START	1720738825040
REQUEST		Get Pikachu	1720738825001	1720738825045	OK	 
REQUEST		Get Pikachu	1720738825009	1720738825045	OK	 
REQUEST		Get Pikachu	1720738824977	1720738825058	OK	 
USER	Pokemon API Test	END	1720738825062
REQUEST		Get Pikachu	1720738825010	1720738825064	OK	 
USER	Pokemon API Test	END	1720738825068
REQUEST		Get Pikachu	1720738825040	1720738825063	OK	 
USER	Pokemon API Test	START	1720738825069
USER	Pokemon API Test	END	1720738825069
USER	Pokemon API Test	END	1720738825069
REQUEST		Get Pikachu	1720738825017	1720738825063	OK	 
USER	Pokemon API Test	END	1720738825070
USER	Pokemon API Test	START	1720738825070
USER	Pokemon API Test	START	1720738825071
USER	Pokemon API Test	START	1720738825073
USER	Pokemon API Test	END	1720738825076
REQUEST		Get Pikachu	1720738825001	1720738825063	OK	 
USER	Pokemon API Test	START	1720738825076
USER	Pokemon API Test	END	1720738825076
USER	Pokemon API Test	START	1720738825077
USER	Pokemon API Test	START	1720738825077
REQUEST		Get Pikachu	1720738825007	1720738825069	OK	 
USER	Pokemon API Test	END	1720738825079
USER	Pokemon API Test	START	1720738825079
REQUEST		Get Pikachu	1720738825028	1720738825080	OK	 
USER	Pokemon API Test	END	1720738825085
USER	Pokemon API Test	START	1720738825085
REQUEST		Get Pikachu	1720738825071	1720738825100	OK	 
REQUEST		Get Pikachu	1720738825070	1720738825106	OK	 
USER	Pokemon API Test	END	1720738825109
USER	Pokemon API Test	END	1720738825110
USER	Pokemon API Test	START	1720738825113
REQUEST		Get Pikachu	1720738825039	1720738825116	OK	 
USER	Pokemon API Test	END	1720738825119
REQUEST		Get Pikachu	1720738825076	1720738825120	OK	 
USER	Pokemon API Test	END	1720738825120
USER	Pokemon API Test	START	1720738825120
USER	Pokemon API Test	START	1720738825121
REQUEST		Get Pikachu	1720738825078	1720738825121	OK	 
REQUEST		Get Pikachu	1720738825069	1720738825108	OK	 
REQUEST		Get Pikachu	1720738825073	1720738825113	OK	 
REQUEST		Get Pikachu	1720738825077	1720738825117	OK	 
REQUEST		Get Pikachu	1720738825080	1720738825126	OK	 
USER	Pokemon API Test	END	1720738825131
USER	Pokemon API Test	END	1720738825131
USER	Pokemon API Test	START	1720738825131
USER	Pokemon API Test	END	1720738825132
USER	Pokemon API Test	START	1720738825132
USER	Pokemon API Test	END	1720738825132
USER	Pokemon API Test	START	1720738825133
USER	Pokemon API Test	END	1720738825136
USER	Pokemon API Test	START	1720738825136
USER	Pokemon API Test	START	1720738825137
REQUEST		Get Pikachu	1720738825085	1720738825136	OK	 
USER	Pokemon API Test	START	1720738825144
USER	Pokemon API Test	END	1720738825144
USER	Pokemon API Test	START	1720738825144
REQUEST		Get Pikachu	1720738825130	1720738825147	OK	 
USER	Pokemon API Test	END	1720738825148
USER	Pokemon API Test	START	1720738825148
REQUEST		Get Pikachu	1720738825121	1720738825152	OK	 
USER	Pokemon API Test	END	1720738825160
REQUEST		Get Pikachu	1720738825132	1720738825157	OK	 
REQUEST		Get Pikachu	1720738825121	1720738825156	OK	 
USER	Pokemon API Test	END	1720738825161
USER	Pokemon API Test	START	1720738825161
USER	Pokemon API Test	END	1720738825161
USER	Pokemon API Test	START	1720738825161
USER	Pokemon API Test	START	1720738825165
REQUEST		Get Pikachu	1720738825133	1720738825167	OK	 
USER	Pokemon API Test	END	1720738825168
USER	Pokemon API Test	START	1720738825170
REQUEST		Get Pikachu	1720738825138	1720738825171	OK	 
REQUEST		Get Pikachu	1720738825149	1720738825177	OK	 
USER	Pokemon API Test	END	1720738825178
USER	Pokemon API Test	END	1720738825179
REQUEST		Get Pikachu	1720738825136	1720738825178	OK	 
USER	Pokemon API Test	END	1720738825186
USER	Pokemon API Test	START	1720738825186
REQUEST		Get Pikachu	1720738825145	1720738825182	OK	 
USER	Pokemon API Test	END	1720738825187
USER	Pokemon API Test	START	1720738825186
USER	Pokemon API Test	START	1720738825187
USER	Pokemon API Test	START	1720738825188
REQUEST		Get Pikachu	1720738825166	1720738825190	OK	 
USER	Pokemon API Test	END	1720738825195
USER	Pokemon API Test	START	1720738825195
REQUEST		Get Pikachu	1720738825145	1720738825192	OK	 
USER	Pokemon API Test	END	1720738825196
USER	Pokemon API Test	START	1720738825196
REQUEST		Get Pikachu	1720738825170	1720738825200	OK	 
USER	Pokemon API Test	END	1720738825203
REQUEST		Get Pikachu	1720738825165	1720738825200	OK	 
REQUEST		Get Pikachu	1720738825164	1720738825210	OK	 
USER	Pokemon API Test	END	1720738825215
USER	Pokemon API Test	START	1720738825216
USER	Pokemon API Test	END	1720738825216
USER	Pokemon API Test	START	1720738825216
USER	Pokemon API Test	START	1720738825220
REQUEST		Get Pikachu	1720738825188	1720738825226	OK	 
USER	Pokemon API Test	END	1720738825231
REQUEST		Get Pikachu	1720738825198	1720738825232	OK	 
USER	Pokemon API Test	END	1720738825233
REQUEST		Get Pikachu	1720738825186	1720738825233	OK	 
USER	Pokemon API Test	START	1720738825234
USER	Pokemon API Test	END	1720738825234
REQUEST		Get Pikachu	1720738825187	1720738825236	OK	 
USER	Pokemon API Test	END	1720738825241
USER	Pokemon API Test	START	1720738825241
REQUEST		Get Pikachu	1720738825195	1720738825239	OK	 
USER	Pokemon API Test	END	1720738825243
USER	Pokemon API Test	START	1720738825243
REQUEST		Get Pikachu	1720738825187	1720738825240	OK	 
USER	Pokemon API Test	END	1720738825245
USER	Pokemon API Test	START	1720738825245
USER	Pokemon API Test	START	1720738825245
REQUEST		Get Pikachu	1720738825216	1720738825249	OK	 
REQUEST		Get Pikachu	1720738825216	1720738825250	OK	 
USER	Pokemon API Test	END	1720738825253
USER	Pokemon API Test	START	1720738825254
USER	Pokemon API Test	START	1720738825254
USER	Pokemon API Test	END	1720738825254
USER	Pokemon API Test	START	1720738825254
REQUEST		Get Pikachu	1720738825241	1720738825264	OK	 
USER	Pokemon API Test	END	1720738825265
USER	Pokemon API Test	START	1720738825265
REQUEST		Get Pikachu	1720738825236	1720738825266	OK	 
USER	Pokemon API Test	END	1720738825271
USER	Pokemon API Test	START	1720738825271
REQUEST		Get Pikachu	1720738825244	1720738825272	OK	 
REQUEST		Get Pikachu	1720738825225	1720738825275	OK	 
REQUEST		Get Pikachu	1720738825254	1720738825280	OK	 
REQUEST		Get Pikachu	1720738825245	1720738825277	OK	 
USER	Pokemon API Test	END	1720738825281
USER	Pokemon API Test	END	1720738825281
USER	Pokemon API Test	START	1720738825285
USER	Pokemon API Test	START	1720738825286
USER	Pokemon API Test	END	1720738825286
USER	Pokemon API Test	END	1720738825286
USER	Pokemon API Test	START	1720738825286
REQUEST		Get Pikachu	1720738825245	1720738825287	OK	 
USER	Pokemon API Test	START	1720738825292
USER	Pokemon API Test	END	1720738825293
USER	Pokemon API Test	START	1720738825293
REQUEST		Get Pikachu	1720738825254	1720738825292	OK	 
USER	Pokemon API Test	END	1720738825296
USER	Pokemon API Test	START	1720738825297
REQUEST		Get Pikachu	1720738825272	1720738825299	OK	 
REQUEST		Get Pikachu	1720738825255	1720738825304	OK	 
REQUEST		Get Pikachu	1720738825131	1720738825310	OK	 
USER	Pokemon API Test	END	1720738825314
USER	Pokemon API Test	END	1720738825317
USER	Pokemon API Test	END	1720738825317
USER	Pokemon API Test	START	1720738825318
USER	Pokemon API Test	START	1720738825321
REQUEST		Get Pikachu	1720738825265	1720738825316	OK	 
USER	Pokemon API Test	END	1720738825325
USER	Pokemon API Test	START	1720738825326
USER	Pokemon API Test	START	1720738825326
REQUEST		Get Pikachu	1720738825286	1720738825325	OK	 
USER	Pokemon API Test	END	1720738825332
USER	Pokemon API Test	START	1720738825332
REQUEST		Get Pikachu	1720738825294	1720738825333	OK	 
USER	Pokemon API Test	END	1720738825334
REQUEST		Get Pikachu	1720738825286	1720738825328	OK	 
USER	Pokemon API Test	START	1720738825338
USER	Pokemon API Test	END	1720738825348
REQUEST		Get Pikachu	1720738825293	1720738825346	OK	 
USER	Pokemon API Test	END	1720738825350
USER	Pokemon API Test	START	1720738825351
REQUEST		Get Pikachu	1720738825297	1720738825353	OK	 
USER	Pokemon API Test	END	1720738825356
USER	Pokemon API Test	START	1720738825357
USER	Pokemon API Test	START	1720738825357
REQUEST		Get Pikachu	1720738825293	1720738825358	OK	 
REQUEST		Get Pikachu	1720738825319	1720738825367	OK	 
USER	Pokemon API Test	END	1720738825370
USER	Pokemon API Test	END	1720738825370
USER	Pokemon API Test	START	1720738825370
REQUEST		Get Pikachu	1720738825322	1720738825371	OK	 
USER	Pokemon API Test	END	1720738825374
USER	Pokemon API Test	START	1720738825375
USER	Pokemon API Test	START	1720738825376
REQUEST		Get Pikachu	1720738825351	1720738825381	OK	 
USER	Pokemon API Test	END	1720738825382
REQUEST		Get Pikachu	1720738825326	1720738825383	OK	 
USER	Pokemon API Test	END	1720738825387
USER	Pokemon API Test	START	1720738825387
REQUEST		Get Pikachu	1720738825333	1720738825384	OK	 
USER	Pokemon API Test	END	1720738825391
USER	Pokemon API Test	START	1720738825391
USER	Pokemon API Test	START	1720738825391
REQUEST		Get Pikachu	1720738825357	1720738825393	OK	 
USER	Pokemon API Test	END	1720738825399
USER	Pokemon API Test	START	1720738825399
REQUEST		Get Pikachu	1720738825377	1720738825402	OK	 
USER	Pokemon API Test	END	1720738825410
REQUEST		Get Pikachu	1720738825356	1720738825401	OK	 
USER	Pokemon API Test	END	1720738825413
USER	Pokemon API Test	START	1720738825415
REQUEST		Get Pikachu	1720738825327	1720738825399	OK	 
USER	Pokemon API Test	START	1720738825416
USER	Pokemon API Test	END	1720738825418
USER	Pokemon API Test	START	1720738825418
REQUEST		Get Pikachu	1720738825377	1720738825416	OK	 
REQUEST		Get Pikachu	1720738825387	1720738825415	OK	 
USER	Pokemon API Test	END	1720738825420
REQUEST		Get Pikachu	1720738825377	1720738825413	OK	 
USER	Pokemon API Test	END	1720738825423
USER	Pokemon API Test	END	1720738825426
USER	Pokemon API Test	START	1720738825426
USER	Pokemon API Test	START	1720738825427
REQUEST		Get Pikachu	1720738825391	1720738825423	OK	 
USER	Pokemon API Test	END	1720738825427
USER	Pokemon API Test	START	1720738825427
REQUEST		Get Pikachu	1720738825399	1720738825433	OK	 
USER	Pokemon API Test	END	1720738825434
USER	Pokemon API Test	START	1720738825434
REQUEST		Get Pikachu	1720738825393	1720738825427	OK	 
USER	Pokemon API Test	END	1720738825436
USER	Pokemon API Test	START	1720738825437
USER	Pokemon API Test	START	1720738825437
REQUEST		Get Pikachu	1720738825418	1720738825444	OK	 
REQUEST		Get Pikachu	1720738825415	1720738825448	OK	 
USER	Pokemon API Test	END	1720738825452
USER	Pokemon API Test	END	1720738825452
USER	Pokemon API Test	START	1720738825452
USER	Pokemon API Test	START	1720738825453
REQUEST		Get Pikachu	1720738825426	1720738825456	OK	 
USER	Pokemon API Test	END	1720738825459
USER	Pokemon API Test	START	1720738825459
REQUEST		Get Pikachu	1720738825427	1720738825460	OK	 
USER	Pokemon API Test	END	1720738825461
REQUEST		Get Pikachu	1720738825428	1720738825455	OK	 
USER	Pokemon API Test	END	1720738825464
USER	Pokemon API Test	START	1720738825464
REQUEST		Get Pikachu	1720738825434	1720738825459	OK	 
USER	Pokemon API Test	END	1720738825464
USER	Pokemon API Test	START	1720738825464
USER	Pokemon API Test	START	1720738825465
REQUEST		Get Pikachu	1720738825423	1720738825451	OK	 
REQUEST		Get Pikachu	1720738825453	1720738825469	OK	 
USER	Pokemon API Test	END	1720738825470
USER	Pokemon API Test	START	1720738825470
REQUEST		Get Pikachu	1720738825437	1720738825469	OK	 
USER	Pokemon API Test	END	1720738825474
USER	Pokemon API Test	START	1720738825474
USER	Pokemon API Test	END	1720738825475
USER	Pokemon API Test	START	1720738825475
REQUEST		Get Pikachu	1720738825453	1720738825481	OK	 
USER	Pokemon API Test	END	1720738825488
REQUEST		Get Pikachu	1720738825460	1720738825484	OK	 
USER	Pokemon API Test	END	1720738825488
USER	Pokemon API Test	START	1720738825488
REQUEST		Get Pikachu	1720738825465	1720738825488	OK	 
USER	Pokemon API Test	START	1720738825489
USER	Pokemon API Test	END	1720738825489
REQUEST		Get Pikachu	1720738825465	1720738825487	OK	 
USER	Pokemon API Test	START	1720738825491
USER	Pokemon API Test	END	1720738825491
REQUEST		Get Pikachu	1720738825437	1720738825479	OK	 
USER	Pokemon API Test	END	1720738825493
USER	Pokemon API Test	START	1720738825493
REQUEST		Get Pikachu	1720738825464	1720738825491	OK	 
USER	Pokemon API Test	END	1720738825496
USER	Pokemon API Test	START	1720738825496
USER	Pokemon API Test	START	1720738825497
REQUEST		Get Pikachu	1720738825470	1720738825498	OK	 
USER	Pokemon API Test	END	1720738825502
USER	Pokemon API Test	START	1720738825502
REQUEST		Get Pikachu	1720738825475	1720738825499	OK	 
USER	Pokemon API Test	END	1720738825504
USER	Pokemon API Test	START	1720738825504
REQUEST		Get Pikachu	1720738825489	1720738825508	OK	 
USER	Pokemon API Test	END	1720738825509
USER	Pokemon API Test	START	1720738825509
REQUEST		Get Pikachu	1720738825474	1720738825512	OK	 
USER	Pokemon API Test	END	1720738825519
USER	Pokemon API Test	START	1720738825519
REQUEST		Get Pikachu	1720738825493	1720738825518	OK	 
USER	Pokemon API Test	END	1720738825522
USER	Pokemon API Test	START	1720738825523
REQUEST		Get Pikachu	1720738825502	1720738825527	OK	 
USER	Pokemon API Test	END	1720738825527
REQUEST		Get Pikachu	1720738825492	1720738825525	OK	 
USER	Pokemon API Test	END	1720738825529
REQUEST		Get Pikachu	1720738825497	1720738825526	OK	 
USER	Pokemon API Test	END	1720738825530
USER	Pokemon API Test	START	1720738825530
USER	Pokemon API Test	START	1720738825530
REQUEST		Get Pikachu	1720738825488	1720738825517	OK	 
USER	Pokemon API Test	END	1720738825533
USER	Pokemon API Test	START	1720738825533
REQUEST		Get Pikachu	1720738825496	1720738825530	OK	 
USER	Pokemon API Test	END	1720738825535
USER	Pokemon API Test	START	1720738825535
REQUEST		Get Pikachu	1720738825505	1720738825534	OK	 
USER	Pokemon API Test	END	1720738825538
USER	Pokemon API Test	START	1720738825538
USER	Pokemon API Test	START	1720738825538
REQUEST		Get Pikachu	1720738825530	1720738825550	OK	 
USER	Pokemon API Test	END	1720738825551
USER	Pokemon API Test	START	1720738825551
REQUEST		Get Pikachu	1720738825523	1720738825546	OK	 
USER	Pokemon API Test	END	1720738825554
USER	Pokemon API Test	START	1720738825554
REQUEST		Get Pikachu	1720738825509	1720738825548	OK	 
USER	Pokemon API Test	END	1720738825555
USER	Pokemon API Test	START	1720738825555
REQUEST		Get Pikachu	1720738825520	1720738825552	OK	 
USER	Pokemon API Test	END	1720738825556
USER	Pokemon API Test	START	1720738825556
REQUEST		Get Pikachu	1720738825538	1720738825558	OK	 
USER	Pokemon API Test	END	1720738825559
USER	Pokemon API Test	START	1720738825559
REQUEST		Get Pikachu	1720738825533	1720738825560	OK	 
USER	Pokemon API Test	END	1720738825564
REQUEST		Get Pikachu	1720738825530	1720738825561	OK	 
USER	Pokemon API Test	START	1720738825565
USER	Pokemon API Test	END	1720738825566
USER	Pokemon API Test	START	1720738825567
REQUEST		Get Pikachu	1720738825538	1720738825569	OK	 
USER	Pokemon API Test	END	1720738825573
USER	Pokemon API Test	START	1720738825573
REQUEST		Get Pikachu	1720738825541	1720738825571	OK	 
USER	Pokemon API Test	END	1720738825574
USER	Pokemon API Test	START	1720738825574
REQUEST		Get Pikachu	1720738825554	1720738825581	OK	 
USER	Pokemon API Test	END	1720738825586
REQUEST		Get Pikachu	1720738825560	1720738825585	OK	 
USER	Pokemon API Test	START	1720738825586
USER	Pokemon API Test	END	1720738825586
USER	Pokemon API Test	START	1720738825586
REQUEST		Get Pikachu	1720738825557	1720738825583	OK	 
USER	Pokemon API Test	END	1720738825594
REQUEST		Get Pikachu	1720738825555	1720738825587	OK	 
USER	Pokemon API Test	END	1720738825596
USER	Pokemon API Test	START	1720738825596
USER	Pokemon API Test	START	1720738825597
REQUEST		Get Pikachu	1720738825551	1720738825589	OK	 
USER	Pokemon API Test	END	1720738825599
REQUEST		Get Pikachu	1720738825565	1720738825595	OK	 
USER	Pokemon API Test	END	1720738825601
USER	Pokemon API Test	START	1720738825601
REQUEST		Get Pikachu	1720738825567	1720738825598	OK	 
USER	Pokemon API Test	END	1720738825602
USER	Pokemon API Test	START	1720738825602
REQUEST		Get Pikachu	1720738825574	1720738825598	OK	 
USER	Pokemon API Test	END	1720738825604
USER	Pokemon API Test	START	1720738825604
REQUEST		Get Pikachu	1720738825574	1720738825604	OK	 
USER	Pokemon API Test	END	1720738825607
USER	Pokemon API Test	START	1720738825607
USER	Pokemon API Test	START	1720738825607
REQUEST		Get Pikachu	1720738825376	1720738825610	OK	 
USER	Pokemon API Test	END	1720738825613
USER	Pokemon API Test	START	1720738825613
REQUEST		Get Pikachu	1720738825594	1720738825620	OK	 
REQUEST		Get Pikachu	1720738825603	1720738825618	OK	 
USER	Pokemon API Test	END	1720738825620
USER	Pokemon API Test	START	1720738825620
USER	Pokemon API Test	END	1720738825620
REQUEST		Get Pikachu	1720738825587	1720738825619	OK	 
USER	Pokemon API Test	END	1720738825623
REQUEST		Get Pikachu	1720738825596	1720738825620	OK	 
USER	Pokemon API Test	END	1720738825625
USER	Pokemon API Test	START	1720738825625
USER	Pokemon API Test	START	1720738825625
USER	Pokemon API Test	START	1720738825627
REQUEST		Get Pikachu	1720738825601	1720738825630	OK	 
REQUEST		Get Pikachu	1720738825597	1720738825631	OK	 
USER	Pokemon API Test	END	1720738825636
USER	Pokemon API Test	END	1720738825636
REQUEST		Get Pikachu	1720738825604	1720738825637	OK	 
REQUEST		Get Pikachu	1720738825620	1720738825641	OK	 
USER	Pokemon API Test	END	1720738825642
REQUEST		Get Pikachu	1720738825607	1720738825642	OK	 
REQUEST		Get Pikachu	1720738825607	1720738825649	OK	 
USER	Pokemon API Test	END	1720738825654
USER	Pokemon API Test	START	1720738825654
USER	Pokemon API Test	START	1720738825658
REQUEST		Get Pikachu	1720738825613	1720738825660	OK	 
USER	Pokemon API Test	END	1720738825665
USER	Pokemon API Test	START	1720738825665
USER	Pokemon API Test	START	1720738825665
REQUEST		Get Pikachu	1720738825625	1720738825668	OK	 
USER	Pokemon API Test	START	1720738825672
USER	Pokemon API Test	END	1720738825673
USER	Pokemon API Test	END	1720738825673
USER	Pokemon API Test	START	1720738825676
USER	Pokemon API Test	END	1720738825677
USER	Pokemon API Test	START	1720738825677
REQUEST		Get Pikachu	1720738825627	1720738825673	OK	 
USER	Pokemon API Test	END	1720738825678
USER	Pokemon API Test	START	1720738825678
USER	Pokemon API Test	START	1720738825678
REQUEST		Get Pikachu	1720738825626	1720738825680	OK	 
USER	Pokemon API Test	END	1720738825684
USER	Pokemon API Test	START	1720738825684
REQUEST		Get Pikachu	1720738825659	1720738825686	OK	 
USER	Pokemon API Test	END	1720738825687
USER	Pokemon API Test	START	1720738825687
REQUEST		Get Pikachu	1720738825655	1720738825686	OK	 
USER	Pokemon API Test	END	1720738825693
USER	Pokemon API Test	START	1720738825693
REQUEST		Get Pikachu	1720738825672	1720738825695	OK	 
USER	Pokemon API Test	END	1720738825699
REQUEST		Get Pikachu	1720738825666	1720738825695	OK	 
USER	Pokemon API Test	END	1720738825699
USER	Pokemon API Test	START	1720738825699
REQUEST		Get Pikachu	1720738825677	1720738825704	OK	 
REQUEST		Get Pikachu	1720738825666	1720738825710	OK	 
REQUEST		Get Pikachu	1720738825679	1720738825713	OK	 
USER	Pokemon API Test	END	1720738825714
USER	Pokemon API Test	END	1720738825714
USER	Pokemon API Test	START	1720738825714
USER	Pokemon API Test	START	1720738825714
USER	Pokemon API Test	END	1720738825714
REQUEST		Get Pikachu	1720738825678	1720738825715	OK	 
USER	Pokemon API Test	START	1720738825719
REQUEST		Get Pikachu	1720738825687	1720738825714	OK	 
USER	Pokemon API Test	END	1720738825720
USER	Pokemon API Test	START	1720738825720
USER	Pokemon API Test	END	1720738825721
USER	Pokemon API Test	START	1720738825721
USER	Pokemon API Test	START	1720738825721
REQUEST		Get Pikachu	1720738825693	1720738825725	OK	 
USER	Pokemon API Test	END	1720738825726
USER	Pokemon API Test	START	1720738825726
REQUEST		Get Pikachu	1720738825678	1720738825725	OK	 
USER	Pokemon API Test	END	1720738825729
USER	Pokemon API Test	START	1720738825730
REQUEST		Get Pikachu	1720738825684	1720738825724	OK	 
USER	Pokemon API Test	END	1720738825732
USER	Pokemon API Test	START	1720738825732
REQUEST		Get Pikachu	1720738825709	1720738825739	OK	 
USER	Pokemon API Test	END	1720738825744
REQUEST		Get Pikachu	1720738825721	1720738825750	OK	 
REQUEST		Get Pikachu	1720738825721	1720738825744	OK	 
REQUEST		Get Pikachu	1720738825714	1720738825749	OK	 
USER	Pokemon API Test	END	1720738825756
USER	Pokemon API Test	END	1720738825757
USER	Pokemon API Test	START	1720738825757
USER	Pokemon API Test	END	1720738825758
USER	Pokemon API Test	START	1720738825758
REQUEST		Get Pikachu	1720738825719	1720738825756	OK	 
USER	Pokemon API Test	END	1720738825759
USER	Pokemon API Test	START	1720738825760
USER	Pokemon API Test	START	1720738825760
REQUEST		Get Pikachu	1720738825732	1720738825763	OK	 
USER	Pokemon API Test	END	1720738825764
REQUEST		Get Pikachu	1720738825721	1720738825760	OK	 
USER	Pokemon API Test	END	1720738825764
REQUEST		Get Pikachu	1720738825714	1720738825760	OK	 
REQUEST		Get Pikachu	1720738825730	1720738825765	OK	 
USER	Pokemon API Test	END	1720738825770
USER	Pokemon API Test	START	1720738825770
USER	Pokemon API Test	START	1720738825771
USER	Pokemon API Test	END	1720738825771
USER	Pokemon API Test	START	1720738825771
USER	Pokemon API Test	START	1720738825772
USER	Pokemon API Test	START	1720738825773
REQUEST		Get Pikachu	1720738825726	1720738825777	OK	 
USER	Pokemon API Test	END	1720738825781
USER	Pokemon API Test	START	1720738825782
REQUEST		Get Pikachu	1720738825757	1720738825786	OK	 
REQUEST		Get Pikachu	1720738825764	1720738825786	OK	 
USER	Pokemon API Test	END	1720738825791
USER	Pokemon API Test	START	1720738825791
USER	Pokemon API Test	END	1720738825796
USER	Pokemon API Test	START	1720738825799
REQUEST		Get Pikachu	1720738825772	1720738825800	OK	 
REQUEST		Get Pikachu	1720738825782	1720738825802	OK	 
REQUEST		Get Pikachu	1720738825771	1720738825804	OK	 
REQUEST		Get Pikachu	1720738825758	1720738825808	OK	 
USER	Pokemon API Test	END	1720738825817
USER	Pokemon API Test	END	1720738825818
USER	Pokemon API Test	END	1720738825818
USER	Pokemon API Test	END	1720738825818
USER	Pokemon API Test	START	1720738825818
USER	Pokemon API Test	START	1720738825818
USER	Pokemon API Test	START	1720738825818
REQUEST		Get Pikachu	1720738825772	1720738825823	OK	 
USER	Pokemon API Test	END	1720738825828
REQUEST		Get Pikachu	1720738825760	1720738825818	OK	 
USER	Pokemon API Test	END	1720738825829
USER	Pokemon API Test	START	1720738825829
REQUEST		Get Pikachu	1720738825773	1720738825814	OK	 
USER	Pokemon API Test	END	1720738825831
REQUEST		Get Pikachu	1720738825773	1720738825826	OK	 
USER	Pokemon API Test	END	1720738825831
USER	Pokemon API Test	START	1720738825831
USER	Pokemon API Test	START	1720738825831
USER	Pokemon API Test	START	1720738825831
USER	Pokemon API Test	START	1720738825832
REQUEST		Get Pikachu	1720738825822	1720738825840	OK	 
USER	Pokemon API Test	END	1720738825841
USER	Pokemon API Test	START	1720738825841
REQUEST		Get Pikachu	1720738825814	1720738825845	OK	 
USER	Pokemon API Test	END	1720738825847
USER	Pokemon API Test	START	1720738825847
REQUEST		Get Pikachu	1720738825832	1720738825849	OK	 
USER	Pokemon API Test	END	1720738825850
USER	Pokemon API Test	START	1720738825850
REQUEST		Get Pikachu	1720738825829	1720738825857	OK	 
REQUEST		Get Pikachu	1720738825818	1720738825852	OK	 
USER	Pokemon API Test	END	1720738825861
REQUEST		Get Pikachu	1720738825792	1720738825848	OK	 
USER	Pokemon API Test	END	1720738825862
USER	Pokemon API Test	START	1720738825862
REQUEST		Get Pikachu	1720738825831	1720738825860	OK	 
USER	Pokemon API Test	END	1720738825864
REQUEST		Get Pikachu	1720738825828	1720738825855	OK	 
USER	Pokemon API Test	END	1720738825867
USER	Pokemon API Test	START	1720738825867
USER	Pokemon API Test	START	1720738825869
USER	Pokemon API Test	END	1720738825869
REQUEST		Get Pikachu	1720738825832	1720738825865	OK	 
USER	Pokemon API Test	START	1720738825869
USER	Pokemon API Test	START	1720738825870
USER	Pokemon API Test	END	1720738825872
REQUEST		Get Pikachu	1720738825841	1720738825875	OK	 
USER	Pokemon API Test	END	1720738825878
USER	Pokemon API Test	START	1720738825878
